regalCode,description,Retail Excl VAT,Trade Excl VAT,trade,retail,subcategory,category
CH02-1,"QNAP NAS 4-Bay Empty, 3xUSB 2xLAN",9530.6,6671.42,7672.133,10960.19,hdd,suv
CCTV Storage,,,,0,0,,suv
CH54,Micro SD Card 16GB Class 10,162,110.8,127.42,186.3,storage,suv
CH54-1,Micro SD Card 32GB Class 10,99,89,102.35,113.85,storage,suv
CH54-2,Micro SD Card 64GB Class 10,226,158,181.7,259.9,storage,suv
CH54-3,Micro SD Card 128GB Class 10,345,241,277.15,396.75,storage,suv
CH54-4,Micro SD Card 256GB Class 10,1165,873.75,1004.8125,1339.75,storage,suv
,Remote View PC's Accessories,,,0,0,pc,suv
CH18,Mouse - Black,121,84.7,97.405,139.15,pc,suv
CH18-1,Wireless Mouse,459,321,369.15,527.85,pc,suv
CH19-3,Gigabyte Keyboard and Mouse Combo,419,293,336.95,481.85,pc,suv
CH19-4,Wireless Keyboard and Mouse Combo,713,499,573.85,819.95,pc,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 15,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
,CABINETS FOR RACK MOUNT DVR & NVR UNITS,,,0,0,,suv
CA100,27U 600 + 800 Cabinet incl Fans & Power,10478,7334,8434.1,12049.7,cabinet,suv
CA100-1,"18U 800mm Internal, 950mm High Floor",11135,7794,8963.1,12805.25,cabinet,suv
CA101,41U 600 + 800 Cabinet incl Fans & Power,14658,10260,11799,16856.7,cabinet,suv
CA118,FINEN 18U Floor Standing Cabinet,7720,4825,5548.75,8878,cabinet,suv
CA122,FINEN 22U Floor Standing Cabinet,8240,5150,5922.5,9476,cabinet,suv
CA127,FINEN 27U Floor Standing Cabinet,8480,5300,6095,9752,cabinet,suv
CA142,FINEN 42U Floor Standing Cabinet,11468,7167.5,8242.625,13188.2,cabinet,suv
CA102,4U 300 + 200 Wall Box incl Fans & Power,2760,1725,1983.75,3174,cabinet,suv
CA102-B,4U 300 + 200mm Wall Box - Grey,2200,1375,1581.25,2530,cabinet,suv
CA102-1,4U 300 + 200 Wall Box incl Fans Black,2760,1725,1983.75,3174,cabinet,suv
CA102-1B,4U 300 + 200mm Wall Box - Black,2200,1375,1581.25,2530,cabinet,suv
CA102-2,4U 500mm Wall Box incl Fans and Power,2760,1725,1983.75,3174,cabinet,suv
CA102-3,4U 400mm Solid Wall Box Black,1450,906.25,1042.1875,1667.5,cabinet,suv
CA111B,6U 400 + 200mm Wall Box - Black,2662,1663.75,1913.3125,3061.3,cabinet,suv
CA111,6U Swingframe Incl Fan and 5-Way Power,3130,1956.25,2249.6875,3599.5,cabinet,suv
CA103B,9U Swingframe Wallbox - 600mm Deep,3196,1997.5,2297.125,3675.4,cabinet,suv
CA103,9U Swingframe Incl Fan and 5-Way Power,3730,2331.25,2680.9375,4289.5,cabinet,suv
CA104B,12U Swingframe Wallbox - 600mm Deep,3460,2162.5,2486.875,3979,cabinet,suv
CA104,12U Swingframe Incl Fan and 5-Way Power,3980,2487.5,2860.625,4577,cabinet,suv
CA102-4,IP55 4U Wall Mount Outdoor,4706,2941.25,3382.4375,5411.9,cabinet,suv
CA102-5,IP55 4U Swing Frame Wall Mount Outdoor,6338,3961.25,4555.4375,7288.7,cabinet,suv
CA111-2,IP55 6U Wall Mount 19' Outdoor Gray,5226,3266.25,3756.1875,6009.9,cabinet,suv
CA111-3,IP55 6U Swing Frame Wall Mount Outdoor,7328,4580,5267,8427.2,cabinet,suv
,,,,0,0,cabinet,suv
CA103-1,IP55 9U Wall Mount Outdoor,6154,3846.25,4423.1875,7077.1,cabinet,suv
CA103-2,IP55 9U Swing Frame Wall Mount Outdoor,7736,4835,5560.25,8896.4,cabinet,suv
CA104-2,IP55 12U Wall Mount Outdoor Gray,7356,4597.5,5287.125,8459.4,cabinet,suv
CA104-3,IP55 12U Swing Frame Wall Mount Outdoor,8930,5581.25,6418.4375,10269.5,cabinet,suv
CA105,1U Blanking Panel,66.44,41.52,47.748,76.406,cabinet,suv
CA106,2U Blanking Panel,97.5,60.93,70.0695,112.125,cabinet,suv
CA108,1 U Brush Panel,120,75,86.25,138,cabinet,suv
CA109,450mm Front mount Tray,350,218.75,251.5625,402.5,cabinet,suv
CA109-1,Cantilever Shelf 19 Inch 2U 330mm Deep,284,177.5,204.125,326.6,cabinet,suv
CA113,IP55 2 Way fan unit for Wall Mount,1840,1150,1322.5,2116,cabinet,suv
CA113-1,Single fan units for Wall Mount Cabinets,300,187.5,215.625,345,cabinet,suv
CA114,5 Way Multiplug with 3m lead - Plastic,268,167.5,192.625,308.2,cabinet,suv
CA114-1,"PDU 19"" 1U 10 Way 10A IEC Outlet",1038,648.75,746.0625,1193.7,cabinet,suv
CA114-2,"PDU 19"" 1.5U 10 Way 16A SA Outlet",1238,773.75,889.8125,1423.7,cabinet,suv
CA114-3,"PDU 19"" 1U 6 Way 10A IEC Outlet",838,523.75,602.3125,963.7,cabinet,suv
CA114-4,"PDU 19"" 1.5U 6 Way 16A SA Outlet",930,581.25,668.4375,1069.5,cabinet,suv
,Other cabinet sizes and accessories available,,,0,0,,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 16,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
,"CCTV BALUNS, EXTENDERS & CONVERTERS",,,0,0,,suv
CC48,Balun 4Ch Passive Hub UTP HD-TVI-CVI-AHD,502,345,396.75,577.3,access,suv
CC50-1,Balun 1 Ch UTP Passive Video Transceiver,74,39,44.85,85.1,access,suv
CC67,VGA Video Splitter 1-4-Way,1168,798,917.7,1343.2,access,suv
CC70,4-in-1 16-Ch Analogue Video Power Trans,5772,3968,4563.2,6637.8,access,suv
CC71,Passive Injector & Splitter PoE 12-15VDC,149,79.9,91.885,171.35,access,suv
NW270-5,HDMI Extender Kit Over CAT5E-6 Full HD,1069,746,857.9,1229.35,access,suv
NW270-6,HDMI Extender Kit Rx & Tx 200m,3243,2269,2609.35,3729.45,access,suv
NW270-7,HDMI Extender Additional Rx for NW270-6,1619,1131,1300.65,1861.85,access,suv
NW273-1,HDMI Splitter 1 - 4 HDMI 2.0 1080P,1230,839,964.85,1414.5,access,suv
NW274-1,HDMI Splitter 1 in 2 Out Metal 1.4 4K,299,206,236.9,343.85,access,suv
NW275,HDMI 2 Port Bi-direction 1 x 2 Splitter,273,199,228.85,313.95,access,suv
NW276-2,HDMI to AV Mini Converter 1080p,640,438,503.7,736,access,suv
NW278,HDMI 5 in 1 out switcher,446,318,365.7,512.9,access,suv
NW278-1,HDMI 2.0 -  3 Input 1 Output Switch,450,322,370.3,517.5,access,suv
NW143,PoE Injector 30Watt 1000Mbps CAT5,709,483,555.45,815.35,access,suv
NW143-2,PoE Injector 60Watt 1000Mbps CAT5,1173,799,918.85,1348.95,access,suv
NW144,UTEPO 10-100 PoE (max 30W) Repeater,1521,1049,1206.35,1749.15,access,suv
CC71,Passive Injector & Splitter PoE 12-15VDC,149,79.9,91.885,171.35,access,suv
CC72,Passive Injector or Splitter GB PoE from,155,108,124.2,178.25,access,suv
NW160,Genata Gb Ethernet to Fibre Converter,984,669,769.35,1131.6,access,suv
NW169,SFP - Fibre Transmitter 1000Base-SX 2Km,789,552,634.8,907.35,access,suv
NW169-3,PLANET SFP-Transceiver - 550m (MM),668,499,573.85,768.2,access,suv
NW169-1,"PLANET Fibre Converter (SC, MM) -550m",1999,1399,1608.85,2298.85,access,suv
NW169-10,PLANET SFP-Transceiver - 20km (SM),753,527,606.05,865.95,access,suv
NW169-15,PLANET 15 Slot Fibre Optic Chassis,8563,5994,6893.1,9847.45,access,suv
NW169-2,"PLANET Fibre Converter (SC, SM) -10km",2068,1447,1664.05,2378.2,access,suv
NW169-7,Gigabit Ethernet-Fiber Converter,1000,690,793.5,1150,access,suv
,FIBRE OPTIC FLY LEADS,,,0,0,access,suv
CB65-40,LC-LC Multi Mode Fibre Fly Lead 1m,129,90,103.5,148.35,access,suv
CB65-41,LC-SC Multi Mode Fibre Fly Lead 2m,109,76,87.4,125.35,access,suv
CB65-42,SC-SC Multi Mode Fibre Fly Lead 1m,103,72,82.8,118.45,access,suv
CB65-43,ST-SC Multi Mode Fibre Fly Lead 2m,120,84,96.6,138,access,suv
CB65-44,ST-ST Multi Mode Fibre Fly Lead 1m,132,92,105.8,151.8,access,suv
On,,,,0,0,access,suv
CB65-45,ST-LC Multi Mode Fibre Fly Lead 2m,142,99,113.85,163.3,access,suv
,,,,0,0,access,suv
CB65-50,LC-LC Single Mode Fibre Fly Lead 2m,123,86,98.9,141.45,access,suv
CB65-51,LC-SC Single Mode Fibre Fly Lead 2m,125,87,100.05,143.75,access,suv
CB65-52,LC-ST Single Mode Fibre Fly Lead 2m,149,104,119.6,171.35,access,suv
CB65-53,SC-SC Single Mode Fibre Fly Lead 1m,193,135,155.25,221.95,access,suv
CB65-54,ST-ST Single Mode Fibre Fly Lead 2m,210,147,169.05,241.5,access,suv
CB65-55,SC-ST Single Mode Fibre Fly Lead 2m,210,147,169.05,241.5,access,suv
FIBRE OPTIC COUPLERS,,,,0,0,access,suv
CN49,Fibre Optic Mid Coupler ST Simplex SM,20.9,14.6,16.79,24.035,access,suv
CN49-1,Fibre Optic Mid Coupler ST Simplex MM,20,14,16.1,23,access,suv
CN49-2,Fibre Optic Mid Coupler SC Duplex SM,23.9,16.7,19.205,27.485,access,suv
CN49-3,Fibre Optic Mid Coupler SC Duplex MM,12.4,8,9.2,14.26,access,suv
CN49-4,Fibre Optic Mid Coupler LC Duplex SM,35.8,25,28.75,41.17,access,suv
CN49-5,Fibre Optic Mid Coupler LC Duplex MM,25.8,18,20.7,29.67,access,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 17,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
CCTV CABLES,,,,0,0,,suv
CB10,RG59 - Black Mil 75 Ohm - 100m,639,447,514.05,734.85,cable,suv
CB11,RG59 - Black Mil 75 Ohm - 500m,3478,2434,2799.1,3999.7,cable,suv
CB10-1,RG59 + Power - White - 100m,782,547,629.05,899.3,cable,suv
CB10-9,RG59 + Power - Black - 100m,733,513,589.95,842.95,cable,suv
CB10-10,RG59 + Power - Black - 300m,2198,1538,1768.7,2527.7,cable,suv
CB10-7,RG59 + Power - Black Mil - 100m,1096,767,882.05,1260.4,cable,suv
CB10-8,RG59 + Power - Black Mil - 500m,5468,3827,4401.05,6288.2,cable,suv
CB10-12,RG59 + Power - Black - 500m,3662,2563,2947.45,4211.3,cable,suv
CB65,Cable - CAT5 CCA 10Mbps - 100m,356,249,286.35,409.4,cable,suv
CB69,Cable - CAT5E UTP BC 100m,806,564,648.6,926.9,cable,suv
CB69-2,Cable - CAT5E UTP BC 500m,4296,3007,3458.05,4940.4,cable,suv
CB66-2,UTP 4Pairs Cable Category 5E PVC 305m,2408,1685,1937.75,2769.2,cable,suv
CB69-4,Cable - CAT5E Outdoor UTP BC 500m Black,5629,3940,4531,6473.35,cable,suv
CB69-7,Cable - CAT5E S-UTP Indoor Grey - 500m,6096,4267,4907.05,7010.4,cable,suv
CB69-9,Cable - CAT5E S-UTP Outdoor UVBlack 100m,1382,967,1112.05,1589.3,cable,suv
CB69-8,Cable - CAT5E S-UTP Outdoor UVBlack 500m,6429,4500,5175,7393.35,cable,suv
CB69-11,Cable - CAT5E Green UTP BC 500m,4353,3047,3504.05,5005.95,cable,suv
CB70,Cable - CAT6E UTP BC 100m,1042,729,838.35,1198.3,cable,suv
CB66-3,UTP 4Pairs Cable Cat 6 PVC Sheath 305m,3385,2389,2747.35,3892.75,cable,suv
CB70-1,Cable - CAT6E U-UTP BC 300m Grey,3303,2312,2658.8,3798.45,cable,suv
CB70-2,Cable - CAT6E U-UTP BC 500m Grey,5506,3854,4432.1,6331.9,cable,suv
CB70-4,Cable - CAT6E Outdoor UTP BC 500m Black,8568,5997,6896.55,9853.2,cable,suv
CB70-5,Cable - CAT6E U-UTP BC 500m Yellow,5553,3887,4470.05,6385.95,cable,suv
CB70-6,Cable - CAT6E U-UTP BC 500m Orange Solid,5553,3887,4470.05,6385.95,cable,suv
CB70-7,Cable - CAT6E S-UTP Indoor Grey 500m,8565,5995,6894.25,9849.75,cable,suv
CB70-8,Cable - CAT6 S-UTP Outdoor UV Black 500m,8572,6000,6900,9857.8,cable,suv
CB70-9,Cable - CAT6E S-UTP Outdoor UV Black 100,1839,1287,1480.05,2114.85,cable,suv
CB65-2,Cable - CAT5 Fly Lead Grey - 3m,47.8,35.8,41.17,54.97,cable,suv
CB65-22,Cable - CAT5 Patch Cord Grey 0.5m,19.6,12.7,14.605,22.54,cable,suv
CB65-32,Cable - CAT6 Patch Cord Grey 0.5m,37,25.4,29.21,42.55,cable,suv
CB65-13,CAT6 Fly Lead Grey 3m,50,36,41.4,57.5,cable,suv
CB65-15,CAT6 Fly Lead Grey 5m,66,47.5,54.625,75.9,cable,suv
,Other CAT5E and CAT6 Cable Colours Available on Request,,,0,0,cable,suv
HDMI CABLES,,,,0,0,cable,suv
CB92-1-4K,HDMI 2.0 Cable 4K Male to Male 0.5m 30AW,60,52,59.8,69,cable,suv
CB92-2-4K,HDMI 2.0 Cable 4K Male to Male 2,80,54,62.1,92,cable,suv
CB92-5-4K,HDMI 2.0 Cable 4K male to Male 5m,204,139,159.85,234.6,cable,suv
CB92-10-4K,HDMI 2.0 Cable 4K Male to Male 10m,439,299,343.85,504.85,cable,suv
CB92-20-4K,HDMI 2.0 Cable 4K Male to Male 20m 24AWG,1171,799,918.85,1346.65,cable,suv
CB93,HDMI Act Optical Cable 4K-60Hz UHD Displ,7233,5062.9,5822.335,8317.95,cable,suv
CONNECTORS,,,,0,0,cable,suv
CN01,BNC - Crimp Plug 6mm Male,11,7.6,8.74,12.65,cable,suv
CN01-2,BNC - Plug Screw Fixing,16.7,10.8,12.42,19.205,cable,suv
CN01-3,BNC - Female Crimp 6m,21.5,15,17.25,24.725,cable,suv
CN02,BNC - T Piece,14.2,9.2,10.58,16.33,cable,suv
CN03,BNC in-line adaptor - Female to Female,10.8,7,8.05,12.42,cable,suv
CN03-1,BNC Female - RCA Male Adaptor,13,8.8,10.12,14.95,cable,suv
CN03-2,BNC  - Male - RCA Male Adaptor,19.9,13.95,16.0425,22.885,cable,suv
CN04,BNC - Black boots,4.46,2.9,3.335,5.129,cable,suv
,,,,0,0,cable,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 18,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
CONNECTORS,,,,0,0,,suv
CN04-1,DC Plug incl Terminal Connector Block Ma,14.4,9.4,10.81,16.56,connect,suv
CN04-3,DC Plug Lead incl Connector,24.7,16.8,19.32,28.405,connect,suv
CN04-5,DC Socket incl Terminal Connector Block,13,8.3,9.545,14.95,connect,suv
HW22-1,Connector - RJ45 for CAT 5 Cable,3,1.69,1.9435,3.45,connect,suv
HW22-3,Connector Boot - RJ45 Grey,3,1.9,2.185,3.45,connect,suv
HW23-1,Connector Boot - RJ45 Green,1.85,1.2,1.38,2.1275,connect,suv
HW22-6,Connector - CAT6 Shielded RJ45 for STP,6.6,4.6,5.29,7.59,connect,suv
HW22-7,Connector - CAT5 Shielded RJ45 for STP,4.46,2.9,3.335,5.129,connect,suv
HW23-7,CAT7 RJ45 Shielded Connector + Insert 22,86,60,69,98.9,connect,suv
HW22-8,RJ45 PushThough Connector for CAT5 Cable,3.5,2.4,2.76,4.025,connect,suv
,,,,0,0,connect,suv
CN15,CAT5E Single Wall Box,42,29.4,33.81,48.3,connect,suv
CN15-1,CAT5E Double Wall Box,76,52.9,60.835,87.4,connect,suv
CN15-2,CAT6 Single Wall Box,52,36.4,41.86,59.8,connect,suv
CN15-3,CAT6 Double Wall Box,103,71.5,82.225,118.45,connect,suv
,,,,0,0,connect,suv
CN16-4,CAT5E UTP 24 Port Patch Panel,680.2,476.1,547.515,782.23,connect,suv
CN16-6,CAT6 UTP 24 Port Patch Panel,649,454,522.1,746.35,connect,suv
,,,,0,0,,suv
TOOLS & TEST METERS,,,,0,0,,suv
TL48,Crimping Tool - 6mm RG59,496,347.2,399.28,570.4,tool,suv
TL48-2,Crimping Tool - RJ11 - RJ12 - RJ45,413,288.8,332.12,474.95,tool,suv
TL49-1,Coaxial Cable Stripper - Round Handle,198.6,139,159.85,228.39,tool,suv
TL22,Tone And Probe Tester MTC40,2136,1495,1719.25,2456.4,tool,suv
TL22-1,Multimeter - LAN Tester for CAT 5 MTC50,2836,1985,2282.75,3261.4,tool,suv
,,,,0,0,,suv
CCTV POWER SUPPLIES,,,,0,0,,suv
PS40-1,PSU - 2.5 Amp 12 VDC Regulated,248,169.6,195.04,285.2,pow,suv
PS65-1,SP CCTV PS Switch Mode 12VDC 4Amp Regula,315,216,248.4,362.25,pow,suv
PS64-1,SP CCTV PS Dist Box 9-Way 5Amp,967,659,757.85,1112.05,pow,suv
PS64-2,SP CCTV PS Dist Box 9-Way 10Amp,999,778,894.7,1148.85,pow,suv
PS64-3,SP CCTV PS Dist Box 9-Way 8Amp Power Sto,1597,1089,1252.35,1836.55,pow,suv
PS68,SP CCTV PS Dist Box 10-Way 10Amp,903,619,711.85,1038.45,pow,suv
PS69,SP CCTV PS Dist Box 18-Way 20Amp,1316,899,1033.85,1513.4,pow,suv
PS70,SP PS 12VDC 10Amp Enclosed,586,399,458.85,673.9,pow,suv
CCTV ACCESSORIES,,,,0,0,,suv
CC27,RF Modulator AV to RF Converter,478,334,384.1,549.7,access,suv
CC27-3,CCTV VGA In to VGA BNC Out 5V PSU,1517,1035,1190.25,1744.55,access,suv
CC27-2,SP Cam Sound Mod Microphone,189,129,148.35,217.35,access,suv
CC27-4,Converter CCTV AV to VGA & HDMI,902,615,707.25,1037.3,access,suv
CC27-5,Video Distribution Amp 1 - 4,433,295,339.25,497.95,access,suv
CC30-1,SP Wall Mnt Bracket for LCD Monitors Pan,557,389,447.35,640.55,access,suv
CC31-2,SP Fixed Wall Mnt Bracket for LCD Monito,233,158,181.7,267.95,access,suv
CC32-1,SP Fixed Wall Mnt Bracket for LCD Monito,345,235,270.25,396.75,access,suv
CC757,Small Luminous CCTV Sign 220 x 220mm,128,89,102.35,147.2,access,suv
CC758,Large Luminous CCTV Sign 325 x 325mm,190,133,152.95,218.5,access,suv
CA21,SP Uni Cam Mnt Enclose 115x115x48mm,58,39,44.85,66.7,access,suv
CA21-1,SP L Uni Cam Mnt Enclose 161x161x48mm Wh,88,59,67.85,101.2,access,suv
CA21-5,SP Enclose Blk Uni Cam Mnt 115x115x48mm,58,39,44.85,66.7,access,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 19,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
UPS POWER BACKUP,,,,0,0,,suv
PS63,UPS - 1.2KVA 600 Watts 2 x 12V 7Ah Int,2279,1595,1834.25,2620.85,pow,suv
PS63-1,UPS - 700VA 360 Watts 1 x 12V 7Ah Intern,1140,798,917.7,1311,pow,suv
PS63-2,UPS - 2KVA 1200 Watts 2 x 12V 9Ah Intern,3279,2295,2639.25,3770.85,pow,suv
PS63-3,UPS - 3KVA 1800 Watts 4 x 12V 9Ah Intern,5713,3999,4598.85,6569.95,pow,suv
PS84-1,UPS Inverter 1000W with 100Ah Battery,12483,8738,10048.7,14355.45,pow,suv
,CCTV SURGE PROTECTION,,,0,0,,suv
CC25,CCTV Line Surge Protector CVBS & HD-TVI,412,283,325.45,473.8,protection,suv
CC53,CCTV Ground Loop Isolator HD,275,142,163.3,316.25,protection,suv
LT01-1,Single Ch Surge Protector 10-100Mbps,404,275,316.25,464.6,protection,suv
LT02-2,Single Ch Gb Network Surge Protector,468,319,366.85,538.2,protection,suv
LT02-12,12 Ch Network Gigabit Surge Protector,4943,3460,3979,5684.45,protection,suv
LT02-12P,12 Ch Network Gigabit Surge Protect PoE,6923,4846,5572.9,7961.45,protection,suv
LT02-24,24 Ch Network Gigabit Surge Protector,8150,5705,6560.75,9372.5,protection,suv
LT02-24P,24Ch Network Gigabit Surge Protector PoE,10078,7054,8112.1,11589.7,protection,suv
,LIGHTNING & SURGE PROTECTION,,,0,0,protection,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,protection,suv
,"SURGE PROTECTION, MAINS, INTERCOM, MOTORS & DATA",,,0,0,protection,suv
LT03,CL Data Protect 10 Way Intercom 15VDC,516,361,415.15,593.4,protection,suv
LT04,CL 1 Zone Electric Fence Protection + AC,1848,1293,1486.95,2125.2,protection,suv
LT05,CL Mains Protect Series Surge Tube 10A,290,203,233.45,333.5,protection,suv
LT07,CL Multiplug 4 x 16A 3Pin & RJ11 Network,792,554,637.1,910.8,protection,suv
LT08,CL Multiplug 4 x16A and 4 x 2Pin,612,428,492.2,703.8,protection,suv
LT08-2,CL Multiplug 4x16A 3Pin & 4x2Pin + DSTV,990,693,796.95,1138.5,protection,suv
LT09,ZAP2 - 2 wire 220V Mains Protect,226.8,168,193.2,260.82,protection,suv
LT10,ZAP3 - 3 Wire Live Neutral Earth Protect,150.11,115,132.25,172.6265,protection,suv
LT11,CL Mains Protect 16A Std Plug LED,130,91,104.65,149.5,protection,suv
LT12,CL Mains Protect 16A Dedicated Plug LED,156,109,125.35,179.4,protection,suv
LT13,CL Inline HDMI Protector,676,473,543.95,777.4,protection,suv
LT14-1,BPT Lightning Protect LP-7,340.2,252,289.8,391.23,protection,suv
LT17,CL Mains Tele Protect Socket 16A Plug-in,500,350,402.5,575,protection,suv
LT18,Lightning Protection Module RAS,49,33,37.95,56.35,protection,suv
LT20,CL Mains Protect Socket 16A Plug-in,598,418,480.7,687.7,protection,suv
LT20-1,CL Mains Fridge Protect Socket 16A,795,556,639.4,914.25,protection,suv
LT21,CL DB Board Single Phase Surge Arrestor,1748,1223,1406.45,2010.2,protection,suv
LT21-1,CL DB Board Single Phase SS25 Surge Ast,308,215,247.25,354.2,protection,suv
LT21-2,CL DB Board Single Phase SS40P Surge Ast,438,306,351.9,503.7,protection,suv
